excerpt,type,personality,category,atomicnumber,symbol,elementname,period,group,groupname,color
"""makes subtle snide comment"" ""makes completely unsubtle rude comment as soon as the person leaves""",ENFP,The Campaigner,Diplomats,43,H8,When Around\nPeople They Hate,4,I,When...,#f0efeb
ENFP: Has a laugh funnier than the joke.,ENFP,The Campaigner,Diplomats,51,Rn,MBTI As\nYou Know It,7,J,MBTI starter pack,#d6e2e9
INTJ: Seems harsh but can be very generous for those they care for,INTJ,The Architect,Analysts,51,Rn,MBTI As\nYou Know It,7,J,MBTI starter pack,#d6e2e9
INFJ: Stares out of the window when 'their song' comes on.,INFJ,The Advocate,Diplomats,51,Rn,MBTI As\nYou Know It,7,J,MBTI starter pack,#d6e2e9
ENFJ: Probably has awkward body gestur that make their jokes so much more hilarious.,ENFJ,The Protagonist,Diplomats,51,Rn,MBTI As\nYou Know It,7,J,MBTI starter pack,#d6e2e9
ESFJ: Knows everything about everyone.,ESFJ,The Consul,Sentinels,51,Rn,MBTI As\nYou Know It,7,J,MBTI starter pack,#d6e2e9
ESTP: Teachers/professors/bosses both hate and love you.,ESTP,The Entrepreneur,Explorers,51,Rn,MBTI As\nYou Know It,7,J,MBTI starter pack,#d6e2e9
ESFP: Makes comments that makes every head turn.,ESFP,The Entertainer,Explorers,51,Rn,MBTI As\nYou Know It,7,J,MBTI starter pack,#d6e2e9
ISTP: Can chill more than anyone you know,ISTP,The Virtuoso,Explorers,51,Rn,MBTI As\nYou Know It,7,J,MBTI starter pack,#d6e2e9
INFP: The kings and queens of caffeine and Ebooks.,INFP,The Mediator,Diplomats,51,Rn,MBTI As\nYou Know It,7,J,MBTI starter pack,#d6e2e9
ISFP: Dark and mysterious with surprising kindness.,ISFP,The Adventurer,Explorers,51,Rn,MBTI As\nYou Know It,7,J,MBTI starter pack,#d6e2e9
ISTJ: The one who you can never tell is making a joke or not.,ISTJ,The Logistician,Sentinels,51,Rn,MBTI As\nYou Know It,7,J,MBTI starter pack,#d6e2e9
INTP: Always shrugging when they actually know.,INTP,The Logician,Analysts,51,Rn,MBTI As\nYou Know It,7,J,MBTI starter pack,#d6e2e9
ISFJ: Simultaneously the most stubborn and passive person. Ever.,ISFJ,The Defender,Sentinels,51,Rn,MBTI As\nYou Know It,7,J,MBTI starter pack,#d6e2e9
ENTJ: Will one day sleep on a bed of gold bars.,ENTJ,The Commander,Analysts,51,Rn,MBTI As\nYou Know It,7,J,MBTI starter pack,#d6e2e9
ESTJ: Color-coded everything.,ESTJ,The Executive,Sentinels,51,Rn,MBTI As\nYou Know It,7,J,MBTI starter pack,#d6e2e9
ENTP: Seems indifferent but is passionate about so much.,ENTP,The Debater,Analysts,51,Rn,MBTI As\nYou Know It,7,J,MBTI starter pack,#d6e2e9
Getting in trouble.,ISTJ,The Logistician,Sentinels,74,Fr,What Freaks\nThem Out,1,O,Achilles Heel,#99c1de
"Someone being ""better"" than them.",INFJ,The Advocate,Diplomats,74,Fr,What Freaks\nThem Out,1,O,Achilles Heel,#99c1de
Corrupt learning systems.,ISTP,The Virtuoso,Explorers,74,Fr,What Freaks\nThem Out,1,O,Achilles Heel,#99c1de
Thanksgiving dinner gone wrong.,ISFJ,The Defender,Sentinels,74,Fr,What Freaks\nThem Out,1,O,Achilles Heel,#99c1de
Someone busting their ego.,ESTP,The Entrepreneur,Explorers,74,Fr,What Freaks\nThem Out,1,O,Achilles Heel,#99c1de
Not being in charge.,ESTJ,The Executive,Sentinels,74,Fr,What Freaks\nThem Out,1,O,Achilles Heel,#99c1de
Nobody listening to them.,ENFJ,The Protagonist,Diplomats,74,Fr,What Freaks\nThem Out,1,O,Achilles Heel,#99c1de
Everybody gossiping about them.,INFP,The Mediator,Diplomats,74,Fr,What Freaks\nThem Out,1,O,Achilles Heel,#99c1de
ISTJs.,ENFP,The Campaigner,Diplomats,74,Fr,What Freaks\nThem Out,1,O,Achilles Heel,#99c1de
Being like everybody else.,ISFP,The Adventurer,Explorers,74,Fr,What Freaks\nThem Out,1,O,Achilles Heel,#99c1de
Deep affections... but unrequited.,INTJ,The Architect,Analysts,74,Fr,What Freaks\nThem Out,1,O,Achilles Heel,#99c1de
A leash.,ENTP,The Debater,Analysts,74,Fr,What Freaks\nThem Out,1,O,Achilles Heel,#99c1de
Someone betraying their trust.,INTP,The Logician,Analysts,74,Fr,What Freaks\nThem Out,1,O,Achilles Heel,#99c1de
Nobody doing what they're told.,ENTJ,The Commander,Analysts,74,Fr,What Freaks\nThem Out,1,O,Achilles Heel,#99c1de
Everybody avoiding them.,ESFJ,The Consul,Sentinels,74,Fr,What Freaks\nThem Out,1,O,Achilles Heel,#99c1de
Nobody paying attention to them.,ESFP,The Entertainer,Explorers,74,Fr,What Freaks\nThem Out,1,O,Achilles Heel,#99c1de
Spiders.,ENFP,The Campaigner,Diplomats,75,Fe,Biggest Fear,2,O,Achilles Heel,#99c1de
Never being truly loved.,ENFJ,The Protagonist,Diplomats,75,Fe,Biggest Fear,2,O,Achilles Heel,#99c1de
Somebody else being as unique as them.,INFP,The Mediator,Diplomats,75,Fe,Biggest Fear,2,O,Achilles Heel,#99c1de
Emptiness.,INFJ,The Advocate,Diplomats,75,Fe,Biggest Fear,2,O,Achilles Heel,#99c1de
Being wrong.,ISTJ,The Logistician,Sentinels,75,Fe,Biggest Fear,2,O,Achilles Heel,#99c1de
Hurting people.,ISFJ,The Defender,Sentinels,75,Fe,Biggest Fear,2,O,Achilles Heel,#99c1de
Ridicule.,ESTJ,The Executive,Sentinels,75,Fe,Biggest Fear,2,O,Achilles Heel,#99c1de
Dishonor.,ESFJ,The Consul,Sentinels,75,Fe,Biggest Fear,2,O,Achilles Heel,#99c1de
Never living up to their potential.,ENTP,The Debater,Analysts,75,Fe,Biggest Fear,2,O,Achilles Heel,#99c1de
Mistrusting somebody.,ENTJ,The Commander,Analysts,75,Fe,Biggest Fear,2,O,Achilles Heel,#99c1de
Being used.,INTP,The Logician,Analysts,75,Fe,Biggest Fear,2,O,Achilles Heel,#99c1de
Emotions.,INTJ,The Architect,Analysts,75,Fe,Biggest Fear,2,O,Achilles Heel,#99c1de
A boring life.,ESTP,The Entrepreneur,Explorers,75,Fe,Biggest Fear,2,O,Achilles Heel,#99c1de
Annoying everyone.,ESFP,The Entertainer,Explorers,75,Fe,Biggest Fear,2,O,Achilles Heel,#99c1de
Being stuck.,ISFP,The Adventurer,Explorers,75,Fe,Biggest Fear,2,O,Achilles Heel,#99c1de
Being incompetent.,ISTP,The Virtuoso,Explorers,75,Fe,Biggest Fear,2,O,Achilles Heel,#99c1de
When they feel stuck and unchallenged in their career.,ENTP,The Debater,Analysts,76,Ax,Anxiety,3,O,Achilles Heel,#99c1de
"INTJs report that they have issues expressing their emotions, trust, opening up to someone, and taking advantage of the moment.",INTJ,The Architect,Analysts,77,We,Weakness,4,O,Achilles Heel,#99c1de
When everyone is stressing out at work.,ISTP,The Virtuoso,Explorers,76,Ax,Anxiety,3,O,Achilles Heel,#99c1de
"INFPs report that they feel as though no one takes them seriously, they feel unmotivated, and a bit unfocused.",INFP,The Mediator,Diplomats,77,We,Weakness,4,O,Achilles Heel,#99c1de
When they feel trapped in a relationship.,ENFP,The Campaigner,Diplomats,76,Ax,Anxiety,3,O,Achilles Heel,#99c1de
"ISFPs report they want to be right and mostly unchallenged, have trouble making concrete plans, have general insecurity, and match others' expectations/notions of them.",ISFP,The Adventurer,Explorers,77,We,Weakness,4,O,Achilles Heel,#99c1de
When they're constantly pushed outside their comfort zone.,ISFJ,The Defender,Sentinels,76,Ax,Anxiety,3,O,Achilles Heel,#99c1de
"INFJs report that they put others before themselves, find a lack of understanding in the world, feel misunderstood, and find it hard to say no.",INFJ,The Advocate,Diplomats,77,We,Weakness,4,O,Achilles Heel,#99c1de
When they're locked into a rigid routine.,ESTP,The Entrepreneur,Explorers,76,Ax,Anxiety,3,O,Achilles Heel,#99c1de
"INTPs report that they find it hard to reach out, are unable to finish what they start, stick out socially, and don't know what they really want..",INTP,The Logician,Analysts,77,We,Weakness,4,O,Achilles Heel,#99c1de
When they're âthe shoulder to cry onâ with friends.,INTP,The Logician,Analysts,76,Ax,Anxiety,3,O,Achilles Heel,#99c1de
"ISTJs report feeling as though no one can help them, have issues articulating their inner thoughts, having too much harshness, and trying not to rely on others.",ISTJ,The Logistician,Sentinels,77,We,Weakness,4,O,Achilles Heel,#99c1de
When they feel people donât respect their values.,INFP,The Mediator,Diplomats,76,Ax,Anxiety,3,O,Achilles Heel,#99c1de
"ISTPs report they find it hard to determine their real wants, get overwhelmed by the future, are afraid of losing control, and feel weird that others cannot take them seriously.",ISTP,The Virtuoso,Explorers,77,We,Weakness,4,O,Achilles Heel,#99c1de
When they're unable to convey or execute their strategy.,ENTJ,The Commander,Analysts,76,Ax,Anxiety,3,O,Achilles Heel,#99c1de
"ISFJs report that they care too much about people, have trouble letting go, being afraid to speak up, and being overly perfectionistic.",ISFJ,The Defender,Sentinels,77,We,Weakness,4,O,Achilles Heel,#99c1de
When they canât help someone they love.,ESFJ,The Consul,Sentinels,76,Ax,Anxiety,3,O,Achilles Heel,#99c1de
"ENTPs report they feel few people accept them, get overwhelmed 0-100 in stress, find it hard to not overanalyze emotions, and can be dismissive of others.",ENTP,The Debater,Analysts,77,We,Weakness,4,O,Achilles Heel,#99c1de
When their relationships and friendships are â¦ boring.,ESFP,The Entertainer,Explorers,76,Ax,Anxiety,3,O,Achilles Heel,#99c1de
"ENTJs report they feel angry when dealing with emotional people, can think ""my way or the highway,"" stubborn, critical and/or angry, and bottle up their emotions.",ENTJ,The Commander,Analysts,77,We,Weakness,4,O,Achilles Heel,#99c1de
When they canât be the quarterback.,ESTJ,The Executive,Sentinels,76,Ax,Anxiety,3,O,Achilles Heel,#99c1de
"ESTPs report they find it hard to focus on a single subject, might be too critical, procrastinate, and fail to meet expectations due to ideals of independence.",ESTP,The Entrepreneur,Explorers,77,We,Weakness,4,O,Achilles Heel,#99c1de
When they think they're missing an important variable.,INTJ,The Architect,Analysts,76,Ax,Anxiety,3,O,Achilles Heel,#99c1de
"ENFPs report they have issues committing to a single future, excessively avoid hurting others, find small details overwhelming, and have tendencies to beat themselves up.",ENFP,The Campaigner,Diplomats,77,We,Weakness,4,O,Achilles Heel,#99c1de
When they're forced into uncharted territory.,ISTJ,The Logistician,Sentinels,76,Ax,Anxiety,3,O,Achilles Heel,#99c1de
"ENFJs report they are hurt by others' false perceptions of them, give in to pressure, always want peace/compromise, and people don't see their true self.",ENFJ,The Protagonist,Diplomats,77,We,Weakness,4,O,Achilles Heel,#99c1de
When theyâre truly unsure if a relationship will work out.,INFJ,The Advocate,Diplomats,76,Ax,Anxiety,3,O,Achilles Heel,#99c1de
"ESTJs report that they find it hard to not disconnect from many situations, always want to be perfect, have workaholic tendencies, and may be arrogant/conceited.",ESTJ,The Executive,Sentinels,77,We,Weakness,4,O,Achilles Heel,#99c1de
When theyâre not getting their interpersonal needs met.,ENFJ,The Protagonist,Diplomats,76,Ax,Anxiety,3,O,Achilles Heel,#99c1de
"ESFPs report they may be too adventurous, feel entitled to things, run away from responsibilities, and feel as though they overshare.",ESFP,The Entertainer,Explorers,77,We,Weakness,4,O,Achilles Heel,#99c1de
When they feel unseen or forced to conform.,ISFP,The Adventurer,Explorers,76,Ax,Anxiety,3,O,Achilles Heel,#99c1de
"ESFJs report they want to be people pleasers, find it hard to form opinions, are worried about their image, and have fears they are too afraid to explore so they bottle them.",ESFJ,The Consul,Sentinels,77,We,Weakness,4,O,Achilles Heel,#99c1de
"Being unable to be spontaneous, swinging between assertive and shy, thinking of the worst case scenario, the need to deal with every problem.",ISTJ,The Logistician,Sentinels,78,Sy,MBTI Syndrome,5,O,Achilles Heel,#99c1de
"Desiring structure in a most areas of life, having a hard time moving on from the past, beating themselves up, feeling emotionally irritable.",ESTJ,The Executive,Sentinels,78,Sy,MBTI Syndrome,5,O,Achilles Heel,#99c1de
"Forgetting that they need to be nice to sensitive people, the lack of a social filter, crazy impulsice habits, random interests that go nowhere.",ESTP,The Entrepreneur,Explorers,78,Sy,MBTI Syndrome,5,O,Achilles Heel,#99c1de
"Neglecting responsiblities and people, withdrawing from the world, becoming pessimistic about the future, feeling drowned by what they don't understand.",ISTP,The Virtuoso,Explorers,78,Sy,MBTI Syndrome,5,O,Achilles Heel,#99c1de
"Masking their emotions in public and breaking down in private, neglecting work and procrastinating, imposter syndrome, regret.",ENTJ,The Commander,Analysts,78,Sy,MBTI Syndrome,5,O,Achilles Heel,#99c1de
"Disconnecting from reality, door slamming, feeling useless and broken, losing interest in what they love, becoming randomly impulsive.",INFJ,The Advocate,Diplomats,78,Sy,MBTI Syndrome,5,O,Achilles Heel,#99c1de
"Catching others' bad moods, the tendency to overanalyze the littlest things, doing everything to please everyone, getting stressed out easily.",ENFJ,The Protagonist,Diplomats,78,Sy,MBTI Syndrome,5,O,Achilles Heel,#99c1de
"Feeling obligated to do everything others ask, the crushing need for social acceptance, feelinng melancholy once night falls, feeling like they're not enough.",ISFJ,The Defender,Sentinels,78,Sy,MBTI Syndrome,5,O,Achilles Heel,#99c1de
"Feeling hypercritical of others and themselves, mistrusting intentions they can't analyze, feeling defeated and alone, applying logic for twisted needs.",ESFJ,The Consul,Sentinels,78,Sy,MBTI Syndrome,5,O,Achilles Heel,#99c1de
"Rapid mood changes, feeling useless in stress, having to face betrayal on a frequent basis, dealing with negative stereotypes.",ENFP,The Campaigner,Diplomats,78,Sy,MBTI Syndrome,5,O,Achilles Heel,#99c1de
"Crowded, dark, racing thoughts, sensitivities they didn't know they had, lashing out at people, feeling like a failure for overly specific things.",INTP,The Logician,Analysts,78,Sy,MBTI Syndrome,5,O,Achilles Heel,#99c1de
"Deep and critical perfectionism, the desire to control everything, losing their creativity, thinking small mistakes are huge and life altering.",ENTP,The Debater,Analysts,78,Sy,MBTI Syndrome,5,O,Achilles Heel,#99c1de
"Drowining themselves in work, becoming crancky in aplit second, arguing just to argue with someone, detaching from personal connections.",ISFP,The Adventurer,Explorers,78,Sy,MBTI Syndrome,5,O,Achilles Heel,#99c1de
"Being unable to take things seriously, being forced to take criticism about their maturity level, the need for validation, doing things at the last moment.",ESFP,The Entertainer,Explorers,78,Sy,MBTI Syndrome,5,O,Achilles Heel,#99c1de
"Staying up way too late, getting emotional over the most random things, never feeling fully satisfied, living in their imagination.",INFP,The Mediator,Diplomats,78,Sy,MBTI Syndrome,5,O,Achilles Heel,#99c1de
"Forgetting to practice self care, being horrible at doing physical stuff, forgetting what it feels like to smile and laugh, the overwhelming need to control things.",INTJ,The Architect,Analysts,78,Sy,MBTI Syndrome,5,O,Achilles Heel,#99c1de
Being thought of as boring or unintelligent.,INTP,The Logician,Analysts,79,In,Hidden\nInsecurities,6,O,Achilles Heel,#99c1de
Being disliked by others.,ENTP,The Debater,Analysts,79,In,Hidden\nInsecurities,6,O,Achilles Heel,#99c1de
Showing emotional weakness and vulnerability.,INTJ,The Architect,Analysts,79,In,Hidden\nInsecurities,6,O,Achilles Heel,#99c1de
Unable to seize opportunities,ENTJ,The Commander,Analysts,79,In,Hidden\nInsecurities,6,O,Achilles Heel,#99c1de
Their ability to trust and fully open themselves to others.,INFP,The Mediator,Diplomats,79,In,Hidden\nInsecurities,6,O,Achilles Heel,#99c1de
Being viewed as aimless and unmotivated.,ENFP,The Campaigner,Diplomats,79,In,Hidden\nInsecurities,6,O,Achilles Heel,#99c1de
Being treated unfairly.,INFJ,The Advocate,Diplomats,79,In,Hidden\nInsecurities,6,O,Achilles Heel,#99c1de
Being alone or ostracized socially.,ENFJ,The Protagonist,Diplomats,79,In,Hidden\nInsecurities,6,O,Achilles Heel,#99c1de
Being valued and needed by others.,ISFJ,The Defender,Sentinels,79,In,Hidden\nInsecurities,6,O,Achilles Heel,#99c1de
Being appreciated and love-worthy.,ESFJ,The Consul,Sentinels,79,In,Hidden\nInsecurities,6,O,Achilles Heel,#99c1de
Being respected and seen as trustworthy.,ISTJ,The Logistician,Sentinels,79,In,Hidden\nInsecurities,6,O,Achilles Heel,#99c1de
Implementing personal ideas.,ESTJ,The Executive,Sentinels,79,In,Hidden\nInsecurities,6,O,Achilles Heel,#99c1de
Being under otherâs control.,ISFP,The Adventurer,Explorers,79,In,Hidden\nInsecurities,6,O,Achilles Heel,#99c1de
Their attractiveness and sense of self worth.,ESFP,The Entertainer,Explorers,79,In,Hidden\nInsecurities,6,O,Achilles Heel,#99c1de
Hands-off learning,ISTP,The Virtuoso,Explorers,79,In,Hidden\nInsecurities,6,O,Achilles Heel,#99c1de
Their public image and being admired by others.,ESTP,The Entrepreneur,Explorers,79,In,Hidden\nInsecurities,6,O,Achilles Heel,#99c1de
"Theyâre a very private, thoughtful individual and take take their relationships very seriously. For this reason, they fear finally opening your heart to someone only to be rejected in the end. They dislike uncertainty and unpredictability, so the very nature of romantic relationships and dating can put them off. They want to know what they're getting into and where itâs going. They worry about being emotionally stuck in limbo while they or their romantic interest figure out where the relationship is going to go.",ISTJ,The Logistician,Sentinels,80,Rs,Relationship\nFears,7,O,Achilles Heel,#99c1de
"They see the best in people and enjoy brightening up their lives. Because they know this about themselve, they worry about being taken advantage of or manipulated. They worry that they're going to wear their heart on their sleeve only to have it used against them or be rejected. They donât want someone to manipulate their kind-hearted nature only to cheat on them or lie, when they already committed their heart to them.",ESFJ,The Consul,Sentinels,80,Rs,Relationship\nFears,7,O,Achilles Heel,#99c1de
